District,Municipality,Parish,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,Number of Classic Buildings,Classic buildings with 1 or 2 accommodations,Classic buildings with 3 or more accommodations,Exclusively residential buildings,Buildings with 1 or 2 floors,Buildings with 3 or more floors,Buildings constructed before 1945,Buildings constructed between 1946 and 1980,Buildings constructed between 1981 and 2000,Buildings constructed between 2001 and 2010,Buildings constructed between 2011 and 2021,Buildings needing repairs,Total number of accommodations,Number of family accommodations,Classic family accommodations for habitual residence,Classic family accommodations vacant or for secondary residence,Habitual family accommodations accessible to wheelchairs,Habitual family accommodations with parking,Habitual family accommodations owned by occupants,Habitual family accommodations that are rented,Private household groups,Private household groups with 1 or 2 people,Private household groups with 3 or more people,Number of family units,Family units with children,Total number of individuals,Male individuals,Female individuals,Individuals aged between 0 and 14 years,Individuals aged between 15 and 24 years,Individuals aged between 25 and 64 years,Individuals aged 65 years or more,geom_Length,geom_Area
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,19,119,6120600119,9,9,0,9,5,4,1,6,2,0,0,1,10,10,2,8,1,1,2,0,2,1,1,1,1,7,3,4,0,1,4,2,2314.904507,170871.3429
Coimbra,Pampilhosa da Serra,Cabril,612,61201,61201001,1,8,108,6120100108,8,8,0,8,4,4,3,1,2,0,2,0,9,9,4,5,3,2,4,0,4,2,2,3,2,9,4,5,1,1,5,2,845.5870707,29714.29148
Coimbra,Pampilhosa da Serra,Janeiro de Baixo,612,61201,61201001,1,9,109,6120100109,22,22,0,22,18,4,12,9,1,0,0,3,23,23,3,20,2,1,3,0,3,2,1,1,1,6,2,4,1,1,3,1,2124.095755,139037.9463
Coimbra,Pampilhosa da Serra,Cabril,612,61201,61201001,1,11,111,6120100111,14,14,0,14,4,10,10,3,1,0,0,1,14,14,3,11,3,1,3,0,3,1,2,2,1,7,3,4,1,0,5,1,4000.956939,611781.9383
Coimbra,Pampilhosa da Serra,Janeiro de Baixo,612,61204,61204001,1,12,112,6120400112,25,25,0,25,13,12,1,14,9,1,0,0,25,25,12,13,4,7,12,0,12,11,1,9,2,22,10,12,0,2,7,13,6211.517176,1284918.386
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,31,131,6120600131,15,15,0,15,8,7,0,5,10,0,0,0,15,15,4,11,1,2,4,0,4,4,0,3,0,7,4,3,0,0,1,6,894.1182345,19012.08124
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,32,132,6120600132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14517.78763,4911227.494
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,33,133,6120600133,5,5,0,5,3,2,0,5,0,0,0,1,5,5,1,4,1,0,1,0,1,1,0,1,0,2,1,1,0,0,0,2,2459.618732,134542.4997
Coimbra,Pampilhosa da Serra,Janeiro de Baixo,612,61204,61204001,1,17,117,6120400117,12,12,0,12,10,2,2,6,4,0,0,1,12,12,5,7,1,1,5,0,5,4,1,3,0,10,4,6,0,0,5,5,2179.643029,93438.37533
Coimbra,Pampilhosa da Serra,Janeiro de Baixo,612,61204,61204001,1,19,119,6120400119,35,35,0,35,25,10,9,19,5,2,0,0,35,35,8,27,2,3,8,0,8,8,0,3,0,11,4,7,0,0,1,10,491.0753992,9029.392867
Coimbra,Pampilhosa da Serra,Cabril,612,61201,61201001,1,12,112,6120100112,20,20,0,20,16,4,13,7,0,0,0,6,20,20,6,14,2,2,6,0,6,4,2,5,2,13,6,7,1,2,8,2,7045.090546,1374416.585
Coimbra,Pampilhosa da Serra,Janeiro de Baixo,612,61204,61204001,1,21,121,6120400121,2,2,0,2,2,0,0,1,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660.437903,173375.7103
Coimbra,Pampilhosa da Serra,Janeiro de Baixo,612,61204,61204001,1,25,125,6120400125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6657.645199,1115058.641
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,35,135,6120600135,3,3,0,3,3,0,0,2,1,0,0,0,3,3,1,2,0,0,1,0,1,1,0,1,0,2,1,1,0,0,0,2,6265.660091,1204079.659
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,36,136,6120600136,3,3,0,3,1,2,0,1,1,1,0,0,3,3,1,2,0,0,1,0,1,1,0,1,0,2,1,1,0,0,2,0,1643.058974,61544.99649
Coimbra,Pampilhosa da Serra,Janeiro de Baixo,612,61201,61201001,1,13,113,6120100113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5347.400523,881299.7123
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61201,61201001,1,14,114,6120100114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12047.15983,4413083.782
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,37,137,6120600137,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9672.805211,2297021.708
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61201,61201001,1,18,118,6120100118,2,2,0,2,1,1,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6452.7543,1773914.381
Coimbra,Oleiros,Sobral,612,61212,61212002,2,1,201,6121200201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8360.301405,2506687.122
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,40,140,6120600140,3,3,0,3,2,1,1,1,0,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11170.51986,2937093.696
Coimbra,Soure,Vinha da Rainha,615,61512,61512002,2,32,232,6151200232,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,2,1,1,0,0,2,0,5546.314214,1423168.659
Coimbra,Soure,Samuel,615,61508,61508001,1,31,131,6150800131,8,8,0,8,8,0,0,6,2,0,0,7,8,8,3,5,2,1,2,0,3,3,0,2,0,5,3,2,0,0,3,2,926.8389062,27468.23619
Coimbra,Soure,Vinha da Rainha,615,61508,61508001,1,36,136,6150800136,11,11,0,11,11,0,0,7,3,1,0,6,11,11,4,7,3,4,4,0,4,4,0,4,0,8,4,4,0,0,3,5,2127.945502,223199.2581
Coimbra,Soure,Samuel,615,61508,61508001,1,58,158,6150800158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7082.527586,1269252.131
Coimbra,Soure,Samuel,615,61508,61508001,1,52,152,6150800152,23,23,0,23,23,0,11,7,5,0,0,18,23,23,9,14,2,4,9,0,9,8,1,4,1,16,6,10,0,1,9,6,3641.542221,440733.9581
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206002,2,14,214,6120600214,30,27,2,30,12,18,10,15,4,0,1,9,42,41,16,25,4,2,6,9,16,10,6,10,7,71,28,43,7,4,21,39,3206.969006,87376.03362
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,5,105,6120600105,25,23,2,25,13,12,0,7,10,6,2,0,34,34,26,8,11,17,19,2,26,20,6,22,9,59,29,30,8,4,36,11,1312.939634,46662.96122
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,6,106,6120600106,22,19,3,22,8,14,0,7,9,5,1,1,42,42,34,8,4,30,29,3,34,12,22,32,24,100,50,50,24,13,56,7,1490.779689,44726.81402
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,7,107,6120600107,8,7,1,8,0,8,0,2,4,2,0,2,12,12,9,3,3,6,5,4,9,5,4,8,1,21,8,13,0,1,14,6,2394.803499,167586.621
Coimbra,Oleiros,Cambas,612,61206,61206001,1,10,110,6120600110,20,20,0,20,10,10,0,12,6,1,1,2,20,20,4,16,1,2,4,0,4,4,0,3,0,7,2,5,0,0,2,5,15003.27617,3520435.077
Coimbra,Oleiros,Cambas,612,61204,61204001,1,4,104,6120400104,4,4,0,4,2,2,0,2,0,0,2,0,4,4,1,3,1,1,1,0,1,1,0,1,0,2,1,1,0,0,2,0,6961.572753,1254463.205
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,8,108,6120600108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.494318,131412.9352
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206002,2,18,218,6120600218,18,18,0,18,11,7,3,13,0,2,0,2,18,18,6,12,1,4,6,0,6,6,0,4,0,10,4,6,0,0,3,7,1480.177308,61463.25862
Coimbra,Fundão,Janeiro de Cima e Bogas de Baixo,612,61204,61204001,1,5,105,6120400105,21,21,0,21,12,9,0,7,11,2,1,1,21,21,9,12,3,6,9,0,9,8,1,4,0,14,8,6,0,1,2,11,6000.085686,523208.959
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206003,3,33,333,6120600333,24,23,0,24,5,19,9,10,4,1,0,4,25,24,10,14,4,5,7,1,10,7,3,5,3,112,33,79,2,4,18,88,1188.55573,37772.20829
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206003,3,34,334,6120600334,12,12,0,12,12,0,0,0,0,12,0,0,12,12,11,1,11,11,11,0,11,5,6,10,3,27,14,13,0,3,20,4,5053.937807,343798.36
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206003,3,35,335,6120600335,23,22,1,23,7,16,14,7,1,1,0,3,26,26,10,16,1,4,7,3,10,9,1,5,1,17,10,7,0,1,6,10,351.8403717,4322.91836
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206003,3,36,336,6120600336,10,10,0,10,1,9,1,4,3,2,0,1,13,13,9,4,0,0,4,5,9,8,1,3,1,15,7,8,2,2,8,3,188.5720948,1921.00193
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206002,2,10,210,6120600210,2,2,0,2,1,1,0,0,2,0,0,0,2,2,1,1,0,1,1,0,1,0,1,1,1,4,1,3,0,2,2,0,3525.991786,396991.3577
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206003,3,37,337,6120600337,9,9,0,9,5,4,7,1,1,0,0,7,9,9,1,8,0,0,1,0,1,1,0,1,0,2,1,1,0,0,1,1,156.428801,1587.144872
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206003,3,38,338,6120600338,12,9,3,12,2,10,2,8,2,0,0,1,30,30,20,10,1,1,4,16,20,17,3,10,3,33,15,18,1,2,19,11,253.908551,3087.0157
Coimbra,Fundão,Janeiro de Cima e Bogas de Baixo,612,61204,61204001,1,31,131,6120400131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11786.89067,3459070.915
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206003,3,39,339,6120600339,41,41,0,41,4,37,23,17,1,0,0,12,43,43,14,29,3,6,13,1,14,12,2,7,1,24,11,13,0,2,8,14,634.6742016,10938.02384
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,1,101,6120600101,4,3,1,4,1,3,0,0,4,0,0,0,8,8,6,2,0,3,2,4,6,2,4,6,4,18,9,9,4,3,11,0,4550.598307,250629.5179
Coimbra,Pampilhosa da Serra,Janeiro de Baixo,612,61204,61204001,1,1,101,6120400101,33,33,0,33,24,9,0,18,15,0,0,3,34,34,10,24,3,1,10,0,10,8,2,2,2,15,5,10,1,2,4,8,438.5215834,8816.232005
Coimbra,Oleiros,Cambas,612,61204,61204001,1,2,102,6120400102,23,23,0,23,14,9,2,13,2,5,1,4,23,23,10,13,4,6,10,0,10,8,2,5,0,18,7,11,0,0,7,11,3686.05399,380383.9953
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206002,2,11,211,6120600211,6,5,1,6,0,6,1,1,4,0,0,4,10,10,2,8,0,0,1,1,2,1,1,2,1,5,1,4,1,0,3,1,298.9872444,4448.178005
Coimbra,Pampilhosa da Serra,Janeiro de Baixo,612,61204,61204001,1,3,103,6120400103,37,37,0,37,29,8,0,18,18,1,0,3,38,38,10,28,1,3,10,0,10,9,1,3,1,15,10,5,0,1,8,6,589.6443103,12197.58198
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206002,2,12,212,6120600212,13,12,1,13,3,10,1,4,6,2,0,4,16,16,5,11,1,1,2,3,5,3,2,4,2,12,7,5,3,0,6,3,202.391022,1867.245919
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206002,2,13,213,6120600213,25,23,2,25,8,17,5,12,7,1,0,7,32,32,15,17,4,6,14,1,15,11,4,9,2,30,13,17,2,0,13,15,3086.760782,143302.7122
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,2,102,6120600102,15,11,4,15,0,15,2,4,5,4,0,2,26,26,11,15,0,0,4,6,11,6,5,10,5,28,11,17,6,1,15,6,519.7141309,6877.700992
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,3,103,6120600103,4,2,2,4,1,3,0,0,3,1,0,0,18,18,7,11,3,7,4,3,7,5,2,4,3,14,6,8,4,0,8,2,6810.872484,793270.2014
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,4,104,6120600104,8,5,3,8,3,5,0,4,3,1,0,0,21,21,12,9,5,10,8,3,12,4,8,9,8,37,21,16,7,7,21,2,677.7696924,11586.06863
Coimbra,Pampilhosa da Serra,Portela do Fojo-Machio,612,61207,61207001,1,6,106,6120700106,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8426.730246,1369969.69
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206003,3,29,329,6120600329,24,23,1,24,6,18,2,16,6,0,0,6,28,28,17,11,5,10,12,4,17,12,5,13,4,39,18,21,3,3,23,10,517.1730476,10913.53966
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206003,3,30,330,6120600330,13,13,0,13,4,9,7,3,3,0,0,1,14,14,8,6,1,2,6,1,8,5,3,4,3,16,8,8,3,1,8,4,694.0708778,12418.15829
Coimbra,Pampilhosa da Serra,Pessegueiro,612,61206,61206002,2,9,209,6120600209,8,8,0,8,8,0,1,7,0,0,0,4,8,8,1,7,0,0,1,0,1,1,0,1,0,2,1,1,0,0,0,2,6785.940769,1098674.445
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206003,3,31,331,6120600331,8,8,0,8,1,7,0,0,0,8,0,0,8,8,8,0,2,8,8,0,8,3,5,7,5,23,13,10,5,3,14,1,1259.363541,49677.81042
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206003,3,32,332,6120600332,7,7,0,7,3,4,1,1,2,2,1,1,7,7,6,1,4,6,6,0,6,2,4,6,4,21,10,11,8,1,10,2,1068.056393,21329.41178
Coimbra,Pampilhosa da Serra,Portela do Fojo-Machio,612,61207,61207001,1,7,107,6120700107,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,2,1,5,2,3,1,0,3,1,8780.523664,1782005.325
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206002,2,15,215,6120600215,18,17,1,18,9,9,2,12,4,0,0,3,21,21,3,18,0,0,3,0,3,2,1,2,1,7,4,3,2,0,3,2,1439.719575,48020.56718
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206002,2,16,216,6120600216,4,4,0,4,3,1,0,3,0,1,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890.8526339,23194.60616
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206002,2,19,219,6120600219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2202.185981,145415.3503
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,612,61206,61206001,1,9,109,6120600109,26,26,0,26,7,19,0,3,3,20,0,0,28,28,24,4,10,23,22,0,24,10,14,23,12,67,34,33,10,7,45,5,4506.709506,532483.9923
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,3,103,6050200103,11,11,0,11,11,0,2,5,2,2,0,1,13,13,11,2,7,10,9,1,11,7,4,8,3,26,10,16,3,3,10,10,1299.616998,82488.09813
Coimbra,Figueira da Foz,Marinha das Ondas,605,60522,60522001,1,23,123,6052200123,8,8,0,8,8,0,0,5,2,1,0,5,8,8,5,3,2,4,5,0,5,3,2,3,1,11,4,7,2,0,3,6,7452.42053,2861554.333
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,5,105,6050200105,13,13,0,13,13,0,3,6,4,0,0,2,14,14,11,3,7,9,10,1,11,6,5,9,3,26,15,11,0,3,13,10,686.5651168,30986.12689
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,26,126,6050200126,62,62,0,62,61,1,5,42,10,5,0,19,65,65,45,20,23,39,43,0,45,32,13,32,10,96,47,49,6,5,46,39,2489.654464,322385.7269
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502002,2,1,201,6050200201,53,53,0,53,53,0,11,30,11,1,0,26,55,55,31,24,18,27,27,1,31,21,10,24,7,69,35,34,5,4,29,31,2054.060996,279878.3292
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502002,2,2,202,6050200202,21,21,0,21,21,0,10,8,2,1,0,10,21,21,9,12,5,8,9,0,9,4,5,8,5,27,13,14,3,3,16,5,1017.083252,58454.12667
Coimbra,Figueira da Foz,Lavos,605,60522,60522002,2,17,217,6052200217,45,45,0,45,45,0,12,21,9,3,0,11,47,47,26,21,11,21,24,0,26,17,9,23,9,65,30,35,9,7,27,22,1461.928957,98930.81826
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502002,2,3,203,6050200203,6,6,0,6,6,0,1,5,0,0,0,1,7,7,3,4,1,2,3,0,3,3,0,2,0,5,2,3,0,0,2,3,1522.513146,82950.79698
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,27,127,6050800127,6,6,0,6,6,0,0,3,2,1,0,5,8,8,7,0,7,5,7,0,8,7,1,6,2,17,9,8,1,4,8,4,3432.077076,696506.5003
Coimbra,Soure,Vinha da Rainha,605,60502,60502001,1,27,127,6050200127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5748.084284,1346761.368
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,37,137,6052300137,3,3,0,3,3,0,0,2,1,0,0,1,3,3,3,0,3,3,3,0,3,1,2,3,1,8,4,4,0,1,2,5,4414.03944,895828.4565
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,38,138,6052300138,21,21,0,21,21,0,2,11,7,0,1,11,22,22,19,3,10,17,18,0,19,13,6,16,6,46,21,25,5,5,16,20,1415.163548,48185.45716
Coimbra,Figueira da Foz,Paião,605,60522,60522001,1,7,107,6052200107,25,25,0,25,25,0,0,5,13,6,1,12,25,25,19,6,13,17,17,2,19,14,5,17,5,44,20,24,5,3,19,17,1797.159598,165135.8867
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,36,136,6050800136,50,50,0,50,48,2,2,21,21,6,0,32,50,50,33,17,23,24,24,7,33,18,15,29,12,99,55,44,10,10,55,24,4388.192372,933730.7892
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,39,139,6052300139,9,9,0,9,9,0,0,7,2,0,0,5,9,9,9,0,7,9,9,0,9,5,4,7,3,21,7,14,0,4,8,9,1211.159235,61049.05477
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,8,108,6052200108,14,14,0,14,14,0,0,7,2,5,0,4,15,15,12,3,7,10,10,0,12,8,4,10,4,28,15,13,3,2,13,10,1144.423075,78015.90938
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,40,140,6052300140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964.774019,157232.2462
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,9,109,6052200109,14,14,0,14,14,0,2,5,6,1,0,6,14,14,13,1,9,10,8,3,13,8,5,10,5,32,16,16,5,3,14,10,860.7244777,49476.86412
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,41,141,6052300141,11,11,0,11,10,1,0,4,6,1,0,2,12,12,10,2,7,9,8,0,10,8,2,10,2,22,10,12,2,0,11,9,2471.406537,266105.3778
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,2,202,6052300202,5,5,0,5,5,0,4,0,1,0,0,5,6,6,4,2,2,2,3,0,4,3,1,2,1,8,4,4,2,0,2,4,1079.016837,63214.11298
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,42,142,6052300142,17,17,0,17,17,0,5,9,2,1,0,11,17,17,9,8,5,7,8,1,9,6,3,7,2,20,9,11,0,3,8,9,4516.099402,1114002.747
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,11,111,6052200111,3,3,0,3,3,0,0,0,1,2,0,1,3,3,1,2,1,1,0,0,1,1,0,1,0,2,1,1,0,0,2,0,2106.699537,234725.7937
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,3,203,6052300203,7,7,0,7,7,0,0,5,2,0,0,7,8,8,7,1,3,6,5,0,7,4,3,8,3,20,11,9,2,2,9,7,751.7023503,25229.89982
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,4,204,6052300204,27,27,0,27,27,0,3,5,8,10,1,12,28,28,18,10,12,18,14,2,18,8,10,16,10,50,25,25,7,8,28,7,1998.640049,159770.1916
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,43,143,6052300143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4185.947156,413440.9885
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,8,108,6052300108,22,22,0,22,20,2,2,7,11,2,0,10,23,23,18,5,13,13,16,0,18,8,10,16,6,50,27,23,4,6,23,17,3240.726221,590696.7809
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,9,109,6052300109,8,8,0,8,8,0,2,4,2,0,0,8,8,8,4,4,2,3,3,0,4,3,1,4,1,9,4,5,1,0,2,6,1229.701891,74955.2298
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,10,110,6052300110,28,28,0,28,27,1,6,17,2,3,0,16,29,29,20,9,9,13,18,1,20,13,7,14,6,47,24,23,6,3,24,14,2819.13393,407315.7824
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,11,111,6052300111,14,14,0,14,14,0,2,5,6,1,0,8,14,14,7,7,4,7,6,0,7,4,3,5,1,15,6,9,1,0,8,6,725.8895168,20682.82474
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,12,112,6052200112,23,22,1,23,23,0,4,12,4,3,0,9,25,25,22,3,15,19,21,0,22,11,11,20,7,61,28,33,8,5,31,17,1228.689176,84098.91482
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,5,205,6052300205,12,11,0,12,12,0,2,5,5,0,0,5,13,12,12,0,4,11,10,1,12,9,3,11,2,31,16,15,1,3,12,15,1204.977193,84834.79024
Coimbra,Figueira da Foz,Paião,605,60523,60523002,2,6,206,6052300206,26,26,0,26,26,0,0,12,3,11,0,14,29,29,20,9,12,18,17,1,20,14,6,14,6,45,23,22,8,2,21,14,1085.509938,57850.14424
Coimbra,Figueira da Foz,Paião,605,60522,60522001,1,26,126,6052200126,22,21,1,22,21,1,1,4,12,5,0,19,26,26,18,8,10,16,17,0,18,13,5,15,3,41,22,19,2,1,18,20,4436.821917,848064.5387
Coimbra,Figueira da Foz,Lavos,605,60522,60522001,1,27,127,6052200127,42,42,0,42,42,0,9,17,3,13,0,30,42,42,26,16,16,20,25,1,26,16,10,24,10,71,37,34,12,4,35,20,2338.233452,299133.871
Coimbra,Figueira da Foz,Alqueidão,605,60502,60502001,1,14,114,6050200114,43,43,0,43,43,0,11,16,13,3,0,6,45,45,37,8,15,33,36,0,37,27,10,29,8,81,43,38,10,3,40,28,1568.211995,122974.9741
Coimbra,Pombal,Louriçal,605,60508,60508001,1,29,129,6050800129,35,35,0,35,35,0,9,12,9,4,1,26,35,35,25,10,16,19,24,0,25,14,11,20,7,59,25,34,3,6,31,19,4602.752959,1212073.069
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,30,130,6050800130,9,9,0,9,9,0,0,5,4,0,0,5,9,9,6,3,4,6,6,0,6,5,1,5,2,13,4,9,1,2,7,3,857.7687239,36623.98064
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,31,131,6050800131,20,20,0,20,20,0,1,11,6,2,0,10,20,20,14,6,9,13,14,0,14,9,5,11,4,32,16,16,3,2,17,10,1762.21842,123866.5446
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,1,201,6050800201,19,19,0,19,19,0,4,6,6,3,0,7,19,19,15,4,11,13,13,1,15,8,7,8,7,35,20,15,5,5,19,6,2158.08839,197466.8474
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508001,1,32,132,6050800132,13,13,0,13,13,0,0,7,3,2,1,8,14,14,10,4,8,9,8,0,10,5,5,9,5,27,16,11,3,4,15,5,2948.075007,540919.9187
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,3,203,6050800203,2,2,0,2,2,0,0,1,1,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637.259907,335028.2041
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,4,204,6050800204,15,15,0,15,15,0,0,7,5,2,1,5,15,15,11,4,8,10,9,2,11,4,7,9,4,35,14,21,8,0,16,11,571.0331548,21801.0097
Coimbra,Pombal,Carriço,605,60508,60508002,2,30,230,6050800230,21,11,10,21,17,4,0,0,21,0,0,9,82,82,64,18,16,25,16,43,64,31,33,52,25,177,90,87,29,23,95,30,4432.158646,520676.3438
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,20,120,6052300120,17,17,0,17,17,0,1,7,4,5,0,9,17,17,13,4,7,10,12,0,13,7,6,11,4,35,15,20,4,4,18,9,3134.592201,410843.2632
Coimbra,Figueira da Foz,Paião,605,60523,60523001,1,21,121,6052300121,9,9,0,9,9,0,1,6,1,1,0,8,9,9,6,3,3,6,6,0,6,5,1,5,2,13,8,5,1,1,5,6,1660.555212,112915.3557
Coimbra,Figueira da Foz,Marinha das Ondas,605,60508,60508002,2,32,232,6050800232,10,10,0,10,10,0,0,2,7,1,0,3,11,11,9,2,4,3,8,0,9,4,5,11,4,28,14,14,3,2,17,6,225.6251939,2500.760279
